Commit SHA,Commit message
7183348f3270b7f9c1b333970e4f9abf6b3c4d8a,"Fix documentation for contrib/model_pruning

PiperOrigin-RevId: 174907982"
25bd6f7a6717f5253b6f015bfab93c7e12426397,"Allow tfcompile_flags to be a list (#12769)

* Allow tfcompile_flags to be a list

This fix tries to fix the issue raised in 12767 where
it was not possible to specify tfcompile_flags as a list:
```
tf_library(
  ...
  tfcompile_flags = [""--target_cpu='core-avx2'"", ""--xla_enable_fast_math=false""]
)
```
will crash upon build with '+' operator applied to incompatible types (select of string, list)

This is inconsistent with other rules like 'copts' in cc_binary.

The issue is from tfcompile.bzl:
```
"" "" + (tfcompile_flags or """")),
```

This fix uses `"" "".join(tfcompile_flags or [])` instead so that it
is possible to specify the list.

This fix fixes 12767.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Add support of string for tfcompile_flags

so that backward compatibility could be maintained.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>"
98dfabf42ff39af3e958b0ac8d9b86a3699b6d08,"Use `keepdims` and maintain backward compatible for `keep_dims` (#12756)

* Use `keepdims` and maintain backward compatible for `keep_dims`

This fix tries to address the issue raised in 6815 where
both `keepdims` and `keep_dims` were used with inconsistency.

This fix changes related api to `keepdims` while at the same
time maintain backward compatible for `keep_dims` so that
use will not be impacted.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Use `@deprecated_args`

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Update goldens API for compatibility changes

This commit updates goldens API:
```
bazel-bin/tensorflow/tools/api/tests/api_compatibility_test \
          --update_goldens True
```

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>"
5262fd72aee3021391aa5d69e6e8dcc334b0654a,"enable use of transform_graph tool with contrib/rnn (#12566)

* enable use of transform_graph tool with contrib/rnn

* proper fix for using graphs with RNNs with transform_graph tool"
21869a70423454b0ac66fab34a8a31dc176bc846,"Fixes indendation bug in make_vjp

PiperOrigin-RevId: 174892504"
4e69e02241067129379f73dd4fefe57f0a12bdc9,"Branch 174861804 (#14326)

* Add ImportGraphDefTest.testMultipleImport to importer_test.py

This tests the name deduping behavior of import_graph_def. This
behavior is actually defined by the op creation logic, not
import_graph_def, but I added a test here since the C++ ImportGraphDef
function must emulate it (and presumably we'd like to maintain the
import_graph_def behavior moving forward).

PiperOrigin-RevId: 174536014

* Apply lib_internal defines to both lib_internal and lib_internal_impl

Should fix checkpoint reading with snappy compression.

Will follow up with testing for this sort of checkpoint issue.

PiperOrigin-RevId: 174538693

* n/a (internal change only)

PiperOrigin-RevId: 174539513

* A few changes to ApiDef generation:
- Create a separate api_def_*.pbtxt file for each op.
- Add attribute and argument descriptions to ApiDef.
- Apply overrides based on op_gen_overrides.pbtxt file.

PiperOrigin-RevId: 174540421

* Add uniquify_names option to ImportGraphDef.

This option allows ImportGraphDef to mimic the behavior of the Python
import_graph_def function, which automatically creates unique node
names instead of raising an exception (this is due to the Python op
construction logic, not import_graph_def directly). This change is
a steps towards switching import_graph_def to use the C API version.

PiperOrigin-RevId: 174541334

* Fix bad_color param on tf.contrib.summary.image

PiperOrigin-RevId: 174549117

* Hlo parser: support control-predecessors.

Also,
- Changed from printing control-sucessors to printing control-predecessors
because predecessors are defined before use.
- Surround the predecessors with {}.

PiperOrigin-RevId: 174552224

* Support pad node.

PiperOrigin-RevId: 174581035

* Add tf.contrib.framework.sort, wrapping tf.nn.top_k (#288).

Comparable to np.sort, but their ""kind"" parameter is not implemented (only one sort algorithm) and ""order"" is not applicable (tensors do not have fields).

PiperOrigin-RevId: 174588000

* [TF2XLA] Don't change output port for control dependency in CopySubgraph.

If the output is being squashed then we want control output 0, except where the
input is a control dependency.

PiperOrigin-RevId: 174633829

* Use latest nsync: allows running bazel after having downloaded for ""make"" build

The downloads directory for the make build is within the source tree seen by bazel,
which means that BUILD files (by whatever name) without those downloaded trees
must all be valid in their new location, or not recognized by bazel as being BUILD files.
The new version of nsync handles that, and this change pulls in that new version.

PiperOrigin-RevId: 174652898

* Add profiling support to Service::ExecuteParallel.

PiperOrigin-RevId: 174682772

* Replicate `Estimator.model_fn` across available GPUs.

def replicate_model_fn(model_fn, optimizer_fn, devices=None):
  """"""Replicate `Estimator.model_fn` over GPUs.
     ...

I tested that it seems to give the right result on cnn_mnist.py on 1 CPU, 1 real GPU, 4 allow_soft_placement=True GPUs.

Some measurements on CNN MNIST across steps 19300-20000:

1) no replicate_model_fn call:
global_step/sec: 156.254
global_step/sec: 155.074
global_step/sec: 155.74
global_step/sec: 153.636
global_step/sec: 157.218
global_step/sec: 159.644

2) replicate across one hardware GPU:
global_step/sec: 158.171
global_step/sec: 165.618
global_step/sec: 162.773
global_step/sec: 159.204
global_step/sec: 162.289
global_step/sec: 167.173

3) replicate across 4 software GPUs on one hardware GPU (soft placement):
global_step/sec: 75.47
global_step/sec: 76.16
global_step/sec: 75.18

Loss numbers didn't change across the three configurations.

PiperOrigin-RevId: 174704385

* Enables wrapping input pipeline into tf.while_loop for all users.

PiperOrigin-RevId: 174708213

* SerializeIterator: do not unref the resource until we're finished using it.

This change avoids a potential use-after-free error if the resource is concurrently serialized and destroyed (e.g. by a DestroyResourceOp or Session::Reset()).

PiperOrigin-RevId: 174713115

* Improve error message when a function is already defined with the same name and different hash string.

PiperOrigin-RevId: 174715563

* Fix generate_examples build

- Add -march=native to host_copts and host_cxxopts in configure.py
- Make string.h for abstracting string differences at core interpreter level
- Use tensorflow special arg parse instead of flags
- Switch to using tool instead of data for dependency
- Fix python3  compatibility
  + Use six.StringIO instead of StringIO.StringIO
  + Use print_function
  + Properly set binary flags on TempFile's used in toco_convert
- Misc other path fixes

PiperOrigin-RevId: 174717673

* Add input format agnostic way to parse HLOs.

PiperOrigin-RevId: 174719153

* Remove misleading comment from Eigen build file.

PiperOrigin-RevId: 174719222

* Basic plumbing for calling C API from import_graph_def()

PiperOrigin-RevId: 174724070

* Memory leak detected when running a heap checker in our tests.

PiperOrigin-RevId: 174726228

*    [tpu:profiler] Support the Input Pipeline Analyzer tool in TPU profiler (WIP)
      o.  move input pipeline analyzer related proto for grpc between red and green VMs
      o.  rename perftools.gputools.profiler.collector::TfStatsHelperResult to tensorflow::tpu::TfOpStats.

PiperOrigin-RevId: 174730411

* Clean up some reference cycles in eager mode.

ResourceVariables enter graph mode to get a handle. We should probably revisit
that, but in the meantime we can break the resulting reference cycles.

PiperOrigin-RevId: 174732964

* Improved encoding on shapes in grappler.

PiperOrigin-RevId: 174733491

* [tf.data] Remove unused members from IteratorContext.

PiperOrigin-RevId: 174734277

* Refactor helper functions a bit for virtual gpu changes later.

PiperOrigin-RevId: 174735029

* Fix invalid flush_secs argument.

PiperOrigin-RevId: 174745329

* Replace the implementation of tf.flags with absl.flags.

Previous tf.flags implementation is based on argparse. It contains -h/--help flags, which displays all flags.
absl.app's --help flag only displays flags defined in the main module. There is a --helpfull flag that displays all flags.
So added --helpshort --helpfull flags.

app.run now raises SystemError on unknown flags (fixes #11195).

Accessing flags before flags are parsed will now raise an UnparsedFlagAccessError, instead of causing implicit flag parsing previously.

PiperOrigin-RevId: 174747028

* Fold Transpose into Matmul and SparseMatmul.
Fold ConjugateTranspose in BatchMatmul.

PiperOrigin-RevId: 174750173

* BUGFIX:  special_math.ndtri didn't work with dynamic shapes.  This was due to use of constant_op.constant(..., shape=p.shape), where sometimes p was a Tensor of unknown shape.

PiperOrigin-RevId: 174764744

* Create a routine that can collapse a subgraph into a fused op

PiperOrigin-RevId: 174765540

* Force CUDA runtime initialization only when device count is larger than 0.

PiperOrigin-RevId: 174767565

* Remove use of xrange which is not python3 compatible.

PiperOrigin-RevId: 174768741

* More thoroughly disable the should_use_result decorator when executing eagerly.

It was creating reference cycles.

Adds a test that TensorArrays create no reference cycles in eager mode.

PiperOrigin-RevId: 174768765

* Fix device querying in Keras backend.

PiperOrigin-RevId: 174769308

* Fix race bug in AdaptiveSharedBatchScheduler.

In ASBSQueue::Schedule, when a new batch is created, it was added to the scheduler outside of the queue's lock.  This was done to prevent any unforeseen interactions between the queue lock and scheduler lock.  However, this wasn't being done in a thread safe way.

PiperOrigin-RevId: 174769383

* Supports multi-dimensional logits and labels in multi class head.

PiperOrigin-RevId: 174770444

* Refactor eager benchmarks to subclass Benchmark.

PiperOrigin-RevId: 174770787

* Add `parallel_interleave` to tf/contrib/data/__init__.py so that it is directly addressable from tf.contrib.data.

PiperOrigin-RevId: 174771870

* Fix DepthToSpaceGrad and SpaceToDepthGrad on data_format NCHW.

This fixes #14243.

PiperOrigin-RevId: 174772870

* Allow for an old_row_vocab_size, in case a subset of the old_row_vocab_file was used during the checkpoint creation (as is allowed in FeatureColumn._VocabularyListCategoricalColumn).

PiperOrigin-RevId: 174781749

* Go: Update generated wrapper functions for TensorFlow ops.

PiperOrigin-RevId: 174781987

* [BufferAssignment] Sort allocation's ""Assigned"" objects before converting to a proto.

This makes the buffer assignment's proto dump deterministic.

RELNOTES: BufferAssignment's protocol buffer dump is now deterministic.
PiperOrigin-RevId: 174783549

* [TF TensorArray] allow reading from an unwritten index if fully defined element_shape is given.

This allows one to write to only some indices of a TensorArray before calling stack.
Elements that were not written to are treated as all zero tensors.

PiperOrigin-RevId: 174783569

* Remove binary dependency from optimize_for_inference_lib

PiperOrigin-RevId: 174787363

* Update ops-related pbtxt files.

PiperOrigin-RevId: 174787397

* Automated g4 rollback of changelist 174523638

PiperOrigin-RevId: 174788331

* Skip non-existent fetch nodes

PiperOrigin-RevId: 174795864

* Automated g4 rollback of changelist 174735029

PiperOrigin-RevId: 174796480

* Add InceptionResNetV2 to tf.keras and update applications module to match Keras 2.0.9.

PiperOrigin-RevId: 174796893

* Fix for LLVM API changes for fast math (https://reviews.llvm.org/rL317488).

PiperOrigin-RevId: 174799735

* [TF:XLA] Add two disabled tests with while ops that permute tuple elements.

These tests permute the tuple elements of a 3-tuple in each iteration in the following cyclic manner (132), i.e. a shift to the left.

The first test just return the result tuple, the second returns the sum of all tuple elements (which is expected to be constant 6, no matter which permutation)

Both tests are disabled for now because they fail on all back-ends.

PiperOrigin-RevId: 174806092

* Refactor function Optimize.

PiperOrigin-RevId: 174813300

* Add a unit test for gradient computation with layout optimizer.

PiperOrigin-RevId: 174814136

* Previously if ComputeConstant seen a parameter it failed to proceed.
After this change we can specify a list of parameters to it and if we
specify enough then it will do the computation.

The primary goal of this change is to make the HloEvaluator usable
with ComputationBuilder from tests through ComputeConstant in cases
where the input is a parameter (fed by a literal).

PiperOrigin-RevId: 174845108

* Use nesting to reduce the number of modules listed in the API TOC.

PiperOrigin-RevId: 174846842

* Added CPU matrix exponential op to TensorFlow.
Uses Eigen's unsupported implementation.

PiperOrigin-RevId: 174858966

* variables_to_restore: Differentiate python variables by string name rather than object.

variables_to_restore ensured that duplicate variables weren't added to the return map by comparing python variable object. Normally there is only one Variable object for each underlying variable, so this wasn't a problem. But when one initializes a graph by importing a GraphDef, duplicate python Variable objects are created for each occurrence of a variable in a collection (say, global variables and moving average variables).

This change fixes variables_to_restore to work with an imported graph def by not comparing Variable objects.

PiperOrigin-RevId: 174861804"
7fb09b93cfb058094ae9cb7edec99e9c3d7f73bd,"Fixed bug in offline debugger which prevented viewing events.

PiperOrigin-RevId: 174876223"
e4cb8d93775bb9f47e1a632d984495debbbe1b37,"Renames sparse_precision_at_k to precision_at_k and sparse_average_precision_at_k to average_precision_at_k.
Also fixes some line wrapping.

PiperOrigin-RevId: 174865470"
955b506d24a63e77772ecda28af9cab1ceffb9e7,"variables_to_restore: Differentiate python variables by string name rather than object.

variables_to_restore ensured that duplicate variables weren't added to the return map by comparing python variable object. Normally there is only one Variable object for each underlying variable, so this wasn't a problem. But when one initializes a graph by importing a GraphDef, duplicate python Variable objects are created for each occurrence of a variable in a collection (say, global variables and moving average variables).

This change fixes variables_to_restore to work with an imported graph def by not comparing Variable objects.

PiperOrigin-RevId: 174861804"
db430c4bb275e05ee65dc27c7f771f778bfcbcf2,"[OpenCL] Uses Eigen implementation of asinh, acosh and atanh (#12010)

* [hotfix] Re-enable once available in Eigen

	- acosh
	- asinh
	- atanh

* [OpenCL] hyperbolic function registration

 Registers:
  - acosh
  - asinh
  - atanh

* Fixes typo: SYC->SYCL

* [Eigen] Bumps to the version that supports asinh, acosh and atanh

* [Eigen] Version Bump that covers: https://github.com/tensorflow/tensorflow/pull/12010#issuecomment-327412653

* Avoid numext implementation for Android (asinh, acosh, atanh)

* As requested in https://github.com/tensorflow/tensorflow/pull/12010#issuecomment-331531894

* #if instead of #ifdef EIGEN_HAS_CXX11_MATH"
82cd76bd36217e7739e3763d50a31ef77ab832fa,"Fix for LLVM API changes for fast math (https://reviews.llvm.org/rL317488).

PiperOrigin-RevId: 174799735"
c81acfb025abe417d80ffa677edfe2dd1bcda58e,"Add 'axis' option for 'tf.boolean_mask()' (#11558)

* Add 'axis' option for 'tf.boolean_mask()'

This fix tries to address 9721 where it was not possible to pass an
'axis' option for 'tf.boolean_mask()'.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Add tests for 'axis' option in 'tf.boolean_mask()'

This fix adds tests for 'axis' option in 'tf.boolean_mask()'

This fix is part of the effort to fix 9721.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Move the new args 'axis=None' to the end for backward compatibility

This fix move the new args 'axis=None' to the end for backward compatibility
and adds additional tests to cover cases where mask is more than 1-D.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Update docstring for 'tf.boolean_mask()'

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Update goldens for api compatibility changes.

This commit update API goldens.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>"
e641c402f60aabaca029393355626a54a99809a4,"Fix DepthToSpaceGrad and SpaceToDepthGrad on data_format NCHW.

This fixes #14243.

PiperOrigin-RevId: 174772870"
48631f367ebcbb23f6fe73482398b594279c2dea,"Fix race bug in AdaptiveSharedBatchScheduler.

In ASBSQueue::Schedule, when a new batch is created, it was added to the scheduler outside of the queue's lock.  This was done to prevent any unforeseen interactions between the queue lock and scheduler lock.  However, this wasn't being done in a thread safe way.

PiperOrigin-RevId: 174769383"
6fcd9785902f6fd004c6b11212c0611dda442547,"Fix device querying in Keras backend.

PiperOrigin-RevId: 174769308"
389eaade3fd29426f4263430e20384ec1ae912be,"BUGFIX:  special_math.ndtri didn't work with dynamic shapes.  This was due to use of constant_op.constant(..., shape=p.shape), where sometimes p was a Tensor of unknown shape.

PiperOrigin-RevId: 174764744"
19559c06fef36c75b0bd773ba78088a4bc7161a3,"Apply layer normalization to LSTMCell and class CoupledInputForgetGateLSTMCell #9600 (#9839)

* Apply layer normalization to CoupledInputForgetGateLSTMCell. (Review required #9600)

* changed variable name _g, _b => _norm_gain, _norm_shift

* Add layer normalization reference.

* Add an unit test that checks the layer normalization to LSTMCell.

* Add unit test verifies LSTM Layer Normalization.

The results of LSTMCell and LayerNormBasicLSTMCell should be same.

* Fix bugs on rnn cells.

* Add LayerNormLSTMCell on contrib.rnn

* Apply changes on rnn_cell_test.
Fix bugs on rnn_cell.
Add layer_norm parameter on _linear function.

* Bug fix : add missing import

* Add custom _linear function inside the LayerNormLSTMCell.

* Sanity check fix : RNNCell => LSTMCell

* Sanity check fix again

* remote state_is_tuple argument

* remove num_unit_shards and num_proj_shards arguments.

* remove state_is_tuple in LayerNormLSTMCell

* remove state_is_tuple in core_rnn_cell_test.py

* fix LayerNormLSTMCell test

* keep rnn_cell_impl.py unmodified.

* @ebrevdo your feedback is applied :)"
17ce98437f34ab5439b3e46adb2eb5b692c48abd,"Fix quantizing graph with control flows (#9792)

Related to #7162"
8fd1de8116b7412aca886b24b9bb4897bd7d9209,"Fix batch dataset op test (#14297)

* Include deps for batch_dataset_op_test in pip

* Add deps of batch_dataset_op_test to pip

* Update BUILD

* Disable batch_data_op_test in pip

* Update BUILD"
2652704b576adc16b4d735f651cea1024e88b72e,"Replace the implementation of tf.flags with absl.flags.

Previous tf.flags implementation is based on argparse. It contains -h/--help flags, which displays all flags.
absl.app's --help flag only displays flags defined in the main module. There is a --helpfull flag that displays all flags.
So added --helpshort --helpfull flags.

app.run now raises SystemError on unknown flags (fixes #11195).

Accessing flags before flags are parsed will now raise an UnparsedFlagAccessError, instead of causing implicit flag parsing previously.

PiperOrigin-RevId: 174747028"
e120e50bf5fd883cc28b584c720d959341db502d,"Fix invalid flush_secs argument.

PiperOrigin-RevId: 174745329"
c9885ea7a73ade2d3f8e4712c3a14d9da72462b8,"Fix generate_examples build

- Add -march=native to host_copts and host_cxxopts in configure.py
- Make string.h for abstracting string differences at core interpreter level
- Use tensorflow special arg parse instead of flags
- Switch to using tool instead of data for dependency
- Fix python3  compatibility
  + Use six.StringIO instead of StringIO.StringIO
  + Use print_function
  + Properly set binary flags on TempFile's used in toco_convert
- Misc other path fixes

PiperOrigin-RevId: 174717673"
7edaa93308d7b4d03dd32c009c1ffe5847b9a8b8,"fix compilation error when working without cuda

Signed-off-by: Noa Ezra <noae@mellanox.com>

adding cuda library to BUILD file in order to use GOOGLE_CUDA define

Signed-off-by: Noa Ezra <noae@mellanox.com>"
097d536c02d5e9f8ab0c2269161343471c2a00fe,"Call done in case of not OK status fix + light code refactoring

Signed-off-by: dariavel <daria@mellanox.com>"
8011eda4b70faac6025c6b0553c3d95474adb5fe,"Arbitrary dim for slice (#11140)

* finish refactor

* delete impl files

* compile success

* modify slice interface used in strided_slice

* delete impl files

* fix undefined error of helper function

* finish refactor

* delete impl files

* compile success

* modify slice interface used in strided_slice

* delete impl files

* fix undefined error of helper function

* type unsupported

* remove changes in py file

* move SliceSimple function into header

* fix compiling problem

* add python test

* add python test

* change type

* compile each dim of slice seperately

* add files in tensorflow/contrib/makefile/tf_op_files.txt

* add some const

* add benchmark

* capitalize and punctuate comment

* uncollapse the for loop by Duff's device

* remove "">>>>>>>>>>"""
9e22eaabce4d3c34c8b9f447e98b6c2e5f4a4f5a,fix fused_batchnorm_test.py (#14099)
c3252b9671f3b689b9c6a8fe6f23ea3292a87922,Fix position of arguments of nce_loss calculation (#14066)
6cd78fa2ffcbb903c4c4218ce541487c724abb2e,"Fix typo in `mobile/prepare_models.md` (#14258)

This fix fixes a typo in `mobile/prepare_models.md`:
`targetting` -> `targeting`

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>"
9389c25983e025daff330fc4126d6a525ce32c77,"Add GPU kernel for `tf.bincount` (#13813)

* Split BincountOp with GPU and CPU version

This commit splits BincountOp with GPU and CPU version.
GPU implementation to follow.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Add GPU kernel for `tf.bincount`.

This fix tries to address the issue raised in 11554 where
there is no GPU support for `tf.bincount`.

This fix adds GPU support for `tf.bincount`.

This fix fixes 11554.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Update test cases for GPU support of `tf.bincount`

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Address cases where input.size() == 0 or output.size() == 0

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Use CUB for histogram bincount when weight = 1.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Use unsorted_segment_sum when weights.size() != 0

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Remove unneeded GPU kernels.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Update Bazel BUILD file with Buildifier

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Move unsorted_segment_sum to python part.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Address review comments

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Address review feedback.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Add benchmark tests.

Some run result:
```
Running main() from test_main.cc
Benchmark                  Time(ns) Iterations
----------------------------------------------
BM_Bincount_cpu_32_1000      114922       5150   285.1M items/s
BM_Bincount_cpu_32_2000      124291       5524   263.6M items/s
BM_Bincount_cpu_32_5000      159548       4287   205.4M items/s
BM_Bincount_cpu_64_1000      145006       4793   452.0M items/s
BM_Bincount_cpu_64_2000      150301       4457   436.0M items/s
BM_Bincount_cpu_64_5000      180001       3880   364.1M items/s
BM_Bincount_cpu_128_1000     204993       3405   639.4M items/s
BM_Bincount_cpu_128_2000     209144       3311   626.7M items/s
BM_Bincount_cpu_128_5000     231580       3003   566.0M items/s

BM_Bincount_gpu_32_1000       61178      10000   535.6M items/s
BM_Bincount_gpu_32_2000       61021      10000   537.0M items/s
BM_Bincount_gpu_32_5000       61177      10000   535.6M items/s
BM_Bincount_gpu_64_1000       61317      10000   1068.8M items/s
BM_Bincount_gpu_64_2000       60726      10000   1079.2M items/s
BM_Bincount_gpu_64_5000       61721      10000   1061.8M items/s
BM_Bincount_gpu_128_1000      69935      10000   1874.2M items/s
BM_Bincount_gpu_128_2000      79760       9852   1643.3M items/s
BM_Bincount_gpu_128_5000     100407       6974   1305.4M items/s
```

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Remove Bincount from `hidden_ops.txt`, and remove unneeded

libraries so that Jenkins could pass.

Bincount should not be added `hidden_ops.txt` as it will cause
compatibility test fail.

And the following libs should not be needed in CI/CD:
```
-        ""@local_config_cuda//cuda:cublas"",
-        ""@local_config_cuda//cuda:cuda_driver"",
-        ""@local_config_cuda//cuda:cudnn"",
-        ""@local_config_cuda//cuda:cufft"",
-        ""@local_config_cuda//cuda:curand"",
```

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>"
40fc0cb0258352b5d00f25bab55a6991b06b959b,"Fix issue in the `Defun` docs

This fix fixes a couple of typos in the `Defun` docs:
`tf.Constant` -> `tf.constant`

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>"
7f84d88d39f236e5c0cea492a2248782e696c972,Fix typo : specified (#14210)
98f121b0e87624d97edfc3bdb85f419fe3e0da00,"Initial Haiku support (#13569)

* Disable PIE on Haiku for external deps

* Networking functionality lives in libnetwork on Haiku

* Disable PIE for Haiku

* Haiku support for getting CPU_COUNT

* ERRNO fix for Haiku

* Revert ""Disable PIE on Haiku for external deps""

This reverts commit a2f135e553c9c8f7cc6dfa0f6456b1025a434f10.

* Revert ""Disable PIE for Haiku""

This reverts commit bbd0215fbd208b8c5af7b2a0739058d2306832fb.

* Implement PIE switch on top level

and PIE switch for external modules"
7f1c0af69e19321f960ee108c3af4eb652ec8b56,"Float16 (half or Eigen::half) for conv3d ops (#12832)

* fp16 on conv3d, conv3d_transpose, tf.layers.batch_norm and tf.slim.batch_norm (batchnorms without fused_batch_norm)

* fp16 for conv3d_transposed

* remove batch_norm fp16 and rewrite conv3d kernels registrations

* remove additional logging prints

* tests for conv3d gradients

* fp64 test for cpu

* input normalization and requests

* fix initialization comment and remove unnecessary variable

* lowered tolerance for fp16 test

* remove unnecessary part of the comment"
69ba0d89d3c5a026afd569ebd35d72a4505cd2e3,Fix typos (#14204)
7603480f369f53e49d7f3f35dab23a8ffc177e88,"Add support of `axis` for `tf.unique` (#12952)

* Convert unique implementation to be compatible with axis

This commit made the conversion so that unique could
be extended with axis. A custom unordered_map is used.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Add support of `axis` for `tf.unique`

This commit adds support of `axis` for `tf.unique`.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Add test cases of `axis` support for `tf.unique`.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Address review feedback.

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>

* Change forward_input_or_allocate_output to allocate_output to fix

the following failures:
```
//tensorflow/python/debug:analyzer_cli_test
//tensorflow/python/debug:session_debug_file_test
//tensorflow/python/feature_column:feature_column_test
```

Signed-off-by: Yong Tang <yong.tang.github@outlook.com>"
bfd05fe0bcacd1de932836e70492d9b5e1ee16cb,"Add RDMA verbs configuration (#13564)

* RDMA device and port configuration added

* RDMA pkey, q_depth, timeout, retry_cnt and sl configuration added

* RDMA mtu configuration added + chage tab to 2 spaces

* Add RDMA_GID_INDEX to configure verbs

Signed-off-by: dariavel <daria@mellanox.com>

* No need in device, context is enough

Signed-off-by: dariavel <daria@mellanox.com>

* Add PORT check during DEVICE setting + some minor refactoring

Signed-off-by: dariavel <daria@mellanox.com>

* RDMA mtu configuration change->check value before channel state

* Typo fix

Signed-off-by: dariavel <daria@mellanox.com>

* Allow GID index without RoCE v2 to run but with a warning

Signed-off-by: dariavel <daria@mellanox.com>

* Add RDMA configuration description

* Post code review fixes and function headers

Signed-off-by: dariavel <daria@mellanox.com>

* create 1 set_param function instead of many functions

Signed-off-by: Noa Ezra <noae@mellanox.com>

* add error if sl value is larger than 7

Signed-off-by: Noa Ezra <noae@mellanox.com>

* Update DEARME. Fix spacing and remove useless query

Signed-off-by: dariavel <daria@mellanox.com>

* Fix spacing, indentation and port_num bug

Signed-off-by: Noa Ezra <noae@mellanox.com>

* Improve GID index checks

Signed-off-by: dariavel <daria@mellanox.com>

* fix bug in set_device

Signed-off-by: Noa Ezra <noae@mellanox.com>

* INFO instead of error in case of Unknown port link layer

Signed-off-by: Noa Ezra <noae@mellanox.com>

* Add traffic class configuration

Signed-off-by: dariavel <daria@mellanox.com>

* Clang code formating

Signed-off-by: dariavel <daria@mellanox.com>

* Cut long line to 80 caracters

Signed-off-by: dariavel <daria@mellanox.com>

* Code styling

Signed-off-by: dariavel <daria@mellanox.com>"
75bc4cb0f4f85c2f8f355ed3a0171a73c0937646,"typo fixed (#14088)

there is an additional whitespace"
83dbec4a24d0baae66e1652c35729d9d0de09c6a,"Fix typos (#14152)

* Fix typos

This PR fixes some typos: tf.constant, tf.placeholder.

* Made tuple to real complex type.

fixed `tf.Variable((12.3, -4.85), tf.complex64)` to generate a rank
0 tensor instead of 1, the same for another error."
8c588ea0cf92b3a9d9cf96a5a5fb4770d9d26e57,"Update head.py (#14197)

* Minor typo fix

* Minor typo fix"
ab158ef8f28a8ec46bf9fab6a7a16d8045790898,"Fixes for Raspberry Pi cross-compilation in CI Build (#14253)

* Fixes for Raspberry Pi cross-compilation problems

* Fixes for Raspberry Pi cross-compilation problems"
c47abd8cf3f142f23fdd325c09b59b73fae5792a,"[CMake] Generate `gen_audio_ops.py`. (#14216)

Fixes #14004."
55e0fd903f45d9be6c212d3bc09057b634b52202,"Fix bad_color param on tf.contrib.summary.image

PiperOrigin-RevId: 174549117"
f21c31c01b04db909e206949087d40f4fff90553,Fix cudnn v6 function being used in cudnn v5 build (#13255)
db10718b38b2884cb5ed46d33c135c079f649d16,"Handle nil return from TF_TensorData (#14082)

With some memory allocators, attempting to allocate 0 bytes will return
a null pointer. This specifically happens when building tensorflow with
mkl support. If TF_TensorData returns null, the go code to create a
slice from the data leads to a null pointer exception. This fixes the
issue by checking for the nil return and returning a slice zero value to
(nil) to the caller. Fixes #13764."
8245e79eff1ba3b790dbfbc0acb2a31e6dd30d1d,fix typo (#14168)
9cd686f868aa60b73ea9a270077997fcac5c4b25,"Dockerfile.gpu: use the runtime cuDNN v6 image (#14192)

The generated Docker image will be approximately 900 MB smaller.

The Dockerfile switched to the devel image a long time ago to
workaround a bug when looking up CUDA libraries. This problem has been
fixed in the meantime."
fccc3d2365fca265d3c6cecf367a3b147b7b51dc,"Upgrade gRPC (#13958)

* Set up command line option to make sure that grpc build is done with GRPC_ARES=0

* Update cmake tag

* Remove cares

* Remove no-longer-used file

* Properly identify location of GRPC_ARES=0

* style nit: remove extra empty lines

* Use https

* Comment out the mirrors

* Update commit point

* Allow grpc to depend on protobuf-headers external dependence

* Fix to master version of gRPC"
8fdcecc8018682eef1386beb3ae1bdcf137c5c1c,"Apply lib_internal defines to both lib_internal and lib_internal_impl

Should fix checkpoint reading with snappy compression.

Will follow up with testing for this sort of checkpoint issue.

PiperOrigin-RevId: 174538693"
